Jornada;HoraP1;HoraP2;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;direccion_normalizada;tipo_principal;num_principal;tipo_secundaria;num_secundaria;FRECUENCIA;Heridos;Muertos;Material;YEAR;MES;DIA;Ponderacion;Riesgo
Morning;No;No;Heridos;Choque;CL 84 CR 13;CL;84;CR;13;1;si;no;no;2018;January;Mon;5.0;Bajo
Morning;Si;No;Material;Choque;CR 13 CL 84;CR;13;CL;84;2;no;no;no;2022;February;Mon;8.0;Moderado
Noche;No;No;Muertos;Choque;CR 13 CL 84;CR;13;CL;84;2;no;no;no;2025;March;Sun;7.67;Moderado
Noche;No;No;Material;Choque;CR 136 CL 84;CR;136;CL;84;1;no;no;no;2019;October;Mon;4.67;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 14;CL;84;CR;14;1;si;no;no;2023;January;Tue;8.67;Moderado
Noche;No;No;Muertos;Choque;CL 84 CR 14A;CL;84;CR;14A;1;no;no;no;2022;April;Sun;6.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 21;CL;84;CR;21;3;no;no;no;2018;March;Thu;6.67;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 21;CL;84;CR;21;3;si;no;no;2018;October;Thu;10.67;Alto
Noche;No;No;Heridos;Volcamiento;CL 84 CR 21;CL;84;CR;21;2;si;no;no;2019;September;Sun;6.67;Moderado
Morning;No;No;Heridos;Atropello;CL 84 CR 21;CL;84;CR;21;2;si;no;no;2020;May;Wed;7.33;Moderado
Noche;No;No;Heridos;Choque;CR 21 CL 84;CR;21;CL;84;2;si;no;no;2022;January;Tue;6.67;Moderado
Tarde;No;No;Material;Choque;CR 21 CL 84;CR;21;CL;84;2;no;no;no;2022;January;Fri;5.33;Bajo
Morning;Si;No;Heridos;Choque;CL 84 CR 21;CL;84;CR;21;3;si;no;no;2022;December;Tue;10.0;Moderado
Morning;No;No;Heridos;Atropello;CR 21 CL 84;CR;21;CL;84;1;si;no;no;2024;October;Sun;6.33;Moderado
Noche;No;No;Muertos;Choque;CL 84 CR 26;CL;84;CR;26;1;no;no;no;2022;August;Sun;6.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 26B;CL;84;CR;26B;1;si;no;no;2018;February;Sat;5.0;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 30 107;CL;84;CR;30;1;si;no;no;2021;June;Sun;5.67;Bajo
Noche;No;Si;Material;Choque;CR 35 CL 84;CR;35;CL;84;1;no;no;no;2019;April;Wed;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 36;CL;84;CR;36;1;no;no;no;2018;March;Wed;4.33;Bajo
Morning;No;No;Material;Choque;CR 36 CL 84;CR;36;CL;84;2;no;no;no;2018;April;Mon;5.0;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 36;CL;84;CR;36;1;si;no;no;2018;June;Sat;5.33;Bajo
Morning;No;No;Material;Choque;CL 84 CR 36;CL;84;CR;36;1;no;no;no;2019;June;Sun;4.0;Bajo
Morning;Si;No;Heridos;Choque;CR 36 CL 84;CR;36;CL;84;1;si;no;no;2021;July;Thu;8.0;Moderado
Morning;Si;No;Material;Choque;CR 36 CL 84;CR;36;CL;84;2;no;no;no;2021;November;Fri;8.0;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 38;CL;84;CR;38;5;no;no;no;2018;June;Wed;9.0;Moderado
Tarde;No;No;Heridos;Choque;CR 38 CL 84;CR;38;CL;84;4;si;no;no;2018;August;Sat;7.33;Moderado
Noche;No;No;Heridos;Atropello;CR 38 CL 84;CR;38;CL;84;9;si;no;no;2019;January;Wed;9.0;Moderado
Morning;Si;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2019;March;Fri;9.0;Moderado
Noche;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2019;August;Tue;6.67;Moderado
Tarde;No;No;Heridos;Caida Ocupante;CR 38 CL 84;CR;38;CL;84;9;si;no;no;2019;August;Fri;8.0;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;6;no;no;no;2019;September;Fri;6.33;Moderado
Tarde;No;Si;Heridos;Caida Ocupante;CR 38 CL 84;CR;38;CL;84;6;si;no;no;2019;November;Fri;11.0;Alto
Morning;No;No;Heridos;Choque;CL 84 CR 38;CL;84;CR;38;5;si;no;no;2020;January;Mon;7.0;Moderado
Morning;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;6;no;no;no;2020;January;Wed;6.0;Bajo
Tarde;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2020;March;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2020;September;Fri;6.33;Moderado
Tarde;No;Si;Material;Choque;CL 84 CR 38;CL;84;CR;38;5;no;no;no;2020;November;Mon;9.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2021;January;Thu;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 38;CL;84;CR;38;5;no;no;no;2021;April;Wed;6.0;Bajo
Tarde;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2021;June;Fri;6.33;Moderado
Morning;Si;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;9;no;no;no;2021;June;Fri;9.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 38;CL;84;CR;38;5;no;no;no;2021;August;Tue;6.0;Bajo
Morning;No;No;Heridos;Choque;CL 84 CR 38;CL;84;CR;38;1;si;no;no;2021;December;Sun;5.0;Bajo
Morning;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;4;no;no;no;2021;December;Wed;6.0;Bajo
Morning;No;No;Material;Choque;CR 38 CL 84;CR;38;CL;84;6;no;no;no;2022;January;Mon;6.0;Bajo
Morning;No;No;Heridos;Choque;CL 84 CR 38;CL;84;CR;38;1;si;no;no;2022;January;Thu;5.0;Bajo
Tarde;No;Si;Heridos;Choque;CR 38 CL 84;CR;38;CL;84;4;si;no;no;2025;January;Sat;10.33;Alto
Morning;Si;No;Heridos;Choque;CR 38 CL 84;CR;38;CL;84;6;si;no;no;2022;July;Fri;10.0;Moderado
Tarde;No;Si;Heridos;Otro;CR 38 CL 84;CR;38;CL;84;6;si;no;no;2023;April;Sun;10.33;Alto
Tarde;No;No;Heridos;Choque;CR 38 CL 84;CR;38;CL;84;4;si;no;no;2024;April;Mon;7.33;Moderado
Noche;No;Si;Heridos;Choque;CR 38 CL 84 243;CR;38;CL;84;1;si;no;no;2018;December;Wed;8.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 39A 39B;CL;84;CR;39A;1;no;no;no;2021;January;Fri;4.67;Bajo
Noche;No;Si;Material;Choque;CL 84 CR 41;CL;84;CR;41;1;no;no;no;2018;July;Mon;7.67;Moderado
Noche;No;No;Heridos;Choque;CR 41B CL 84;CR;41B;CL;84;1;si;no;no;2023;July;Sat;5.67;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 41D;CL;84;CR;41D;3;si;no;no;2018;November;Sun;10.67;Alto
Morning;Si;No;Material;Choque;CL 84 CR 41D;CL;84;CR;41D;3;no;no;no;2019;September;Fri;9.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 41D;CL;84;CR;41D;3;si;no;no;2021;July;Sun;7.0;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 41D;CL;84;CR;41D;1;no;no;no;2022;July;Fri;7.0;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 41D;CL;84;CR;41D;1;si;no;no;2025;March;Sun;8.67;Moderado
Noche;No;Si;Heridos;Choque;CL 84 CR 41F;CL;84;CR;41F;1;si;no;no;2024;January;Tue;8.67;Moderado
Morning;No;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;3;no;no;no;2018;April;Sun;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 42;CL;84;CR;42;1;no;no;no;2018;April;Fri;4.33;Bajo
Tarde;No;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;3;no;no;no;2018;May;Tue;6.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42;CL;84;CR;42;3;no;no;no;2018;May;Tue;6.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42;CL;84;CR;42;3;no;no;no;2018;May;Wed;6.67;Moderado
Tarde;No;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;1;no;no;no;2018;August;Wed;4.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 42;CL;84;CR;42;3;no;no;no;2018;October;Sat;9.0;Moderado
Morning;Si;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;4;no;no;no;2018;October;Wed;9.0;Moderado
Morning;Si;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;4;no;no;no;2020;April;Wed;9.0;Moderado
Morning;No;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;4;no;no;no;2021;May;Tue;6.0;Bajo
Morning;Si;No;Material;Choque;CR 42 CL 84;CR;42;CL;84;4;no;no;no;2021;August;Sat;9.0;Moderado
Tarde;No;No;Heridos;Choque;CR 42 CL 84;CR;42;CL;84;3;si;no;no;2024;August;Tue;7.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 42 B1;CL;84;CR;42;1;si;no;no;2021;December;Mon;5.67;Bajo
Morning;No;No;Material;Choque;CL 84 CR 42 G;CL;84;CR;42;1;no;no;no;2018;January;Fri;4.0;Bajo
Morning;No;No;Material;Choque;CL 84 CR 42 H;CL;84;CR;42;1;no;no;no;2022;March;Tue;4.0;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 42A;CL;84;CR;42A;1;no;no;no;2019;October;Thu;7.0;Moderado
Noche;No;Si;Material;Choque;CR 42A CL 84;CR;42A;CL;84;1;no;no;no;2019;November;Wed;7.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42A 4;CL;84;CR;42A;1;no;no;no;2022;July;Fri;4.67;Bajo
Noche;No;Si;Heridos;Choque;CL 84 CR 42A3;CL;84;;;1;si;no;no;2018;December;Wed;8.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42A3;CL;84;;;1;no;no;no;2022;July;Mon;4.67;Bajo
Morning;Si;No;Heridos;Choque;CL 84 CR 42A4;CL;84;;;1;si;no;no;2020;June;Fri;8.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42B;CL;84;CR;42B;1;no;no;no;2018;February;Thu;4.33;Bajo
Tarde;No;No;Material;Choque;CR 42B CL 84;CR;42B;CL;84;2;no;no;no;2018;March;Sat;5.33;Bajo
Noche;No;Si;Material;Choque;CL 84 CR 42B;CL;84;CR;42B;4;no;no;no;2018;June;Tue;9.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42B;CL;84;CR;42B;4;no;no;no;2018;August;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42B;CL;84;CR;42B;4;no;no;no;2018;December;Sat;6.33;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42B;CL;84;CR;42B;4;no;no;no;2019;February;Fri;9.0;Moderado
Morning;No;No;Material;Choque;CR 42B CL 84;CR;42B;CL;84;1;no;no;no;2019;October;Wed;4.0;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 42B;CL;84;CR;42B;1;si;no;no;2024;December;Thu;5.67;Bajo
Noche;No;No;Material;Choque;CR 42B CL 84;CR;42B;CL;84;2;no;no;no;2020;July;Wed;5.67;Bajo
Tarde;No;No;Material;Choque;CR 42B CL 84;CR;42B;CL;84;1;no;no;no;2022;March;Sun;4.33;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 42B 1;CL;84;CR;42B;2;si;no;no;2020;May;Wed;6.67;Moderado
Tarde;No;Si;Material;Choque;CL 84 CR 42B 1;CL;84;CR;42B;2;no;no;no;2020;November;Fri;8.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42B1;CL;84;;;1;no;no;no;2018;January;Sat;4.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 42B1;CL;84;;;2;no;no;no;2018;February;Wed;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;7;si;no;no;2018;September;Sat;7.0;Moderado
Tarde;No;No;Material;Volcamiento;CL 84 CR 42B1;CL;84;;;7;no;no;no;2019;March;Mon;6.33;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;7;si;no;no;2019;May;Tue;7.0;Moderado
Morning;Si;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;7;si;no;no;2019;August;Sat;10.0;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;7;si;no;no;2020;February;Sat;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42B1;CL;84;;;7;no;no;no;2020;May;Mon;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42B1;CL;84;;;7;no;no;no;2021;August;Mon;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;2;si;no;no;2022;March;Mon;6.33;Moderado
Noche;No;Si;Material;Choque;CL 84 CR 42B1;CL;84;;;2;no;no;no;2022;May;Tue;8.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;2;si;no;no;2024;January;Sun;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 42B1;CL;84;;;1;si;no;no;2024;November;Sun;5.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 42C;CL;84;CR;42C;3;no;no;no;2019;January;Wed;9.0;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 42C;CL;84;CR;42C;3;si;no;no;2019;May;Fri;7.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 42C;CL;84;CR;42C;3;no;no;no;2019;November;Tue;6.67;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42C;CL;84;CR;42C;1;no;no;no;2022;May;Tue;7.0;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42C 355;CL;84;CR;42C;1;no;no;no;2021;November;Wed;7.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42D 90;CL;84;CR;42D;1;no;no;no;2022;April;Sat;4.33;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 42F;CL;84;CR;42F;4;si;no;no;2018;March;Sat;7.67;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42F;CL;84;CR;42F;4;no;no;no;2018;March;Wed;9.0;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42F;CL;84;CR;42F;4;no;no;no;2018;May;Fri;9.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 42F;CL;84;CR;42F;4;no;no;no;2021;January;Thu;6.0;Bajo
Tarde;No;Si;Material;Choque;CL 84 CR 42F 42;CL;84;CR;42F;1;no;no;no;2021;June;Mon;7.33;Moderado
Morning;No;No;Heridos;Choque;CR 42G CL 84;CR;42G;CL;84;1;si;no;no;2018;May;Thu;5.0;Bajo
Morning;No;No;Material;Choque;CR 42G CL 84;CR;42G;CL;84;2;no;no;no;2019;August;Wed;5.0;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 42G;CL;84;CR;42G;4;si;no;no;2019;August;Mon;7.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42G;CL;84;CR;42G;1;no;no;no;2019;October;Tue;4.33;Bajo
Morning;No;No;Material;Choque;CL 84 CR 42G;CL;84;CR;42G;4;no;no;no;2019;December;Tue;6.0;Bajo
Morning;Si;No;Material;Choque;CR 42G CL 84;CR;42G;CL;84;2;no;no;no;2020;June;Fri;8.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42G;CL;84;CR;42G;4;no;no;no;2021;January;Wed;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42G;CL;84;CR;42G;4;no;no;no;2021;May;Wed;6.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 42G;CL;84;CR;42G;3;si;no;no;2022;September;Sun;7.67;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 42G;CL;84;CR;42G;3;si;no;no;2024;November;Mon;7.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 42G;CL;84;CR;42G;3;si;no;no;2025;January;Sat;7.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 42G 80;CL;84;CR;42G;1;no;no;no;2021;September;Mon;4.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 42G 25;CL;84;CR;42G;1;no;no;no;2021;July;Thu;4.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;3;no;no;no;2018;October;Wed;9.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2018;November;Fri;6.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2018;December;Sat;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 42H CL 84;CR;42H;CL;84;4;si;no;no;2019;February;Sun;7.33;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2019;April;Fri;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2019;October;Wed;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;11;si;no;no;2019;December;Tue;7.33;Moderado
Tarde;No;No;Material;Choque;CR 42H CL 84;CR;42H;CL;84;2;no;no;no;2019;December;Thu;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;11;si;no;no;2020;January;Wed;7.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2020;March;Wed;6.33;Moderado
Tarde;No;No;Heridos;Choque;CR 42H CL 84;CR;42H;CL;84;4;si;no;no;2020;March;Mon;7.33;Moderado
Morning;Si;No;Material;Choque;CR 42H CL 84;CR;42H;CL;84;4;no;no;no;2020;August;Sat;9.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2021;March;Sat;6.0;Bajo
Tarde;No;Si;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2021;March;Tue;9.33;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;11;si;no;no;2021;May;Thu;7.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 42H;CL;84;CR;42H;11;no;no;no;2021;August;Thu;6.0;Bajo
Morning;No;No;Material;Choque;CR 42H CL 84;CR;42H;CL;84;4;no;no;no;2021;October;Sat;6.0;Bajo
Tarde;No;No;Material;Choque;CR 42H CL 84;CR;42H;CL;84;2;no;no;no;2021;December;Sat;5.33;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;1;si;no;no;2022;November;Sun;5.33;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;3;si;no;no;2023;May;Mon;7.33;Moderado
Morning;Si;No;Heridos;Choque;CR 42H CL 84;CR;42H;CL;84;1;si;no;no;2023;June;Thu;8.0;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 42H;CL;84;CR;42H;3;si;no;no;2024;November;Thu;7.0;Moderado
Morning;Si;No;Material;Choque;CR 42H CL 84 65;CR;42H;CL;84;1;no;no;no;2018;October;Tue;7.0;Moderado
Tarde;No;Si;Material;Choque;CR 43 CL 84;CR;43;CL;84;1;no;no;no;2018;April;Mon;7.33;Moderado
Morning;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;2;no;no;no;2018;May;Wed;5.0;Bajo
Tarde;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;2;no;no;no;2018;October;Wed;5.33;Bajo
Tarde;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2018;October;Thu;6.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 43;CL;84;CR;43;3;no;no;no;2018;November;Sat;6.67;Moderado
Morning;No;No;Heridos;Atropello;CR 43 CL 84;CR;43;CL;84;7;si;no;no;2019;March;Sat;8.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 43;CL;84;CR;43;3;no;no;no;2019;April;Sat;6.0;Bajo
Morning;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2019;August;Tue;6.0;Bajo
Tarde;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2019;November;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2020;May;Tue;6.33;Moderado
Morning;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2021;May;Sat;6.0;Bajo
Noche;No;No;Material;Choque;CR 43 CL 84;CR;43;CL;84;7;no;no;no;2021;July;Sat;6.67;Moderado
Noche;No;No;Material;Choque;CL 84 CR 43;CL;84;CR;43;3;no;no;no;2021;September;Tue;6.67;Moderado
Noche;No;Si;Material;Choque;CR 43 CL 84 204;CR;43;CL;84;1;no;no;no;2021;June;Thu;7.67;Moderado
Tarde;No;No;Material;Choque;CR 43 CL 84 222;CR;43;CL;84;1;no;no;no;2021;October;Wed;4.33;Bajo
Morning;Si;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2018;May;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2018;August;Wed;6.33;Moderado
Morning;Si;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;2;no;no;no;2018;September;Thu;8.0;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 43B;CL;84;CR;43B;8;si;no;no;2019;July;Sun;7.33;Moderado
Tarde;No;No;Material;Choque;CR 43B CL 84;CR;43B;CL;84;1;no;no;no;2019;November;Mon;4.33;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2019;November;Fri;6.33;Moderado
Morning;No;No;Heridos;Choque;CL 84 CR 43B;CL;84;CR;43B;8;si;no;no;2020;June;Tue;7.0;Moderado
Morning;No;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2020;August;Mon;6.0;Bajo
Noche;No;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2021;August;Thu;6.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 43B;CL;84;CR;43B;8;no;no;no;2021;November;Sat;6.0;Bajo
Noche;No;No;Material;Choque;CR 43B CL 84;CR;43B;CL;84;2;no;no;no;2022;April;Wed;5.67;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 43B;CL;84;CR;43B;1;si;no;no;2022;June;Sat;5.33;Bajo
Tarde;No;No;Heridos;Atropello;CR 43B CL 84;CR;43B;CL;84;2;si;no;no;2023;November;Fri;7.67;Moderado
Tarde;No;No;Heridos;Choque;CL 84 CR 43B;CL;84;CR;43B;2;si;no;no;2025;July;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;5;no;no;no;2019;May;Sun;6.33;Moderado
Tarde;No;No;Material;Choque;CR 44 CL 84;CR;44;CL;84;2;no;no;no;2019;July;Thu;5.33;Bajo
Noche;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;5;no;no;no;2019;December;Sat;6.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;5;no;no;no;2020;March;Sat;6.0;Bajo
Noche;No;No;Heridos;Choque;CR 44 CL 84;CR;44;CL;84;2;si;no;no;2020;April;Sun;6.67;Moderado
Morning;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;5;no;no;no;2020;June;Thu;6.0;Bajo
Morning;No;No;Material;Choque;CR 44 CLL 84;CR;44;;;1;no;no;no;2021;March;Mon;4.0;Bajo
Tarde;No;No;Heridos;Choque;CL 84 CR 44;CL;84;CR;44;5;si;no;no;2021;May;Sun;7.33;Moderado
Noche;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;2;no;no;no;2021;October;Tue;5.67;Bajo
Morning;No;No;Material;Choque;CL 84 CR 44;CL;84;CR;44;2;no;no;no;2022;April;Tue;5.0;Bajo
Noche;No;No;Material;Choque;CR 44 CL 84;CR;44;CL;84;1;no;no;no;2022;May;Fri;4.67;Bajo
Noche;No;No;Heridos;Choque;CL 84 CR 44;CL;84;CR;44;1;si;no;no;2025;February;Mon;5.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 44 49;CL;84;CR;44;1;no;no;no;2018;December;Wed;4.33;Bajo
Noche;No;No;Material;Choque;CR 45 CL 84;CR;45;CL;84;1;no;no;no;2018;July;Mon;4.67;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;5;no;no;no;2018;October;Mon;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;5;no;no;no;2018;October;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;1;no;no;no;2019;August;Tue;4.33;Bajo
Tarde;No;No;Heridos;Choque;CR 45 CL 84;CR;45;CL;84;1;si;no;no;2019;November;Sat;5.33;Bajo
Morning;No;No;Material;Choque;CR 45 CL 84;CR;45;CL;84;2;no;no;no;2019;November;Fri;5.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;5;no;no;no;2021;February;Fri;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;5;no;no;no;2021;April;Wed;6.33;Moderado
Morning;No;No;Heridos;Choque;CR 45 CL 84;CR;45;CL;84;2;si;no;no;2021;June;Tue;6.0;Bajo
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;5;no;no;no;2021;July;Tue;6.33;Moderado
Noche;No;No;Heridos;Choque;CL 84 CR 45;CL;84;CR;45;3;si;no;no;2021;December;Sun;7.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;3;no;no;no;2022;June;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 45;CL;84;CR;45;3;no;no;no;2022;June;Wed;6.33;Moderado
Noche;No;No;Heridos;Choque;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2018;March;Fri;7.67;Moderado
Morning;Si;No;Material;Choque;CR 46 CL 84;CR;46;CL;84;4;no;no;no;2018;May;Sat;9.0;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2018;July;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2018;July;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2018;October;Fri;6.33;Moderado
Morning;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2019;January;Fri;6.0;Bajo
Morning;No;No;Heridos;Choque;CR 46 CL 84;CR;46;CL;84;4;si;no;no;2019;April;Sat;7.0;Moderado
Noche;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2019;September;Mon;6.67;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2019;October;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2020;August;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CL 84 CR 46;CL;84;CR;46;10;no;no;no;2020;December;Wed;6.33;Moderado
